Genus,genome_count,fraction,percentage
Teseptimavirus,28,0.0014139271827500884,0.14139271827500885
Betabaculovirus,28,0.0014139271827500884,0.14139271827500885
Comovirus,28,0.0014139271827500884,0.14139271827500885
Anayavirus,28,0.0014139271827500884,0.14139271827500885
Crinivirus,28,0.0014139271827500884,0.14139271827500885
Parechovirus,28,0.0014139271827500884,0.14139271827500885
Bandavirus,27,0.0013634297833661567,0.13634297833661566
Barthadenovirus,27,0.0013634297833661567,0.13634297833661566
Tenuivirus,27,0.0013634297833661567,0.13634297833661566
Sobemovirus,27,0.0013634297833661567,0.13634297833661566
Colecusatellite,27,0.0013634297833661567,0.13634297833661566
Dependoparvovirus,27,0.0013634297833661567,0.13634297833661566
Scleroulivirus,27,0.0013634297833661567,0.13634297833661566
Alphacoronavirus,27,0.0013634297833661567,0.13634297833661566
Hepacivirus,26,0.0013129323839822249,0.1312932383982225
Alphatorquevirus,26,0.0013129323839822249,0.1312932383982225
Torbevirus,26,0.0013129323839822249,0.1312932383982225
Fabavirus,26,0.0013129323839822249,0.1312932383982225
Cardiovirus,26,0.0013129323839822249,0.1312932383982225
Kayvirus,25,0.001262434984598293,0.1262434984598293
Casadabanvirus,24,0.0012119375852143615,0.12119375852143616
Tunavirus,24,0.0012119375852143615,0.12119375852143616
Aquambidensovirus,24,0.0012119375852143615,0.12119375852143616
Sigmavirus,24,0.0012119375852143615,0.12119375852143616
Betachrysovirus,24,0.0012119375852143615,0.12119375852143616
Alphaendornavirus,24,0.0012119375852143615,0.12119375852143616
Ninurtavirus,24,0.0012119375852143615,0.12119375852143616
Yeziwivirus,23,0.0011614401858304297,0.11614401858304298
Gihfavirus,23,0.0011614401858304297,0.11614401858304298
Betanodavirus,23,0.0011614401858304297,0.11614401858304298
Alphapartitivirus,23,0.0011614401858304297,0.11614401858304298
Protoparvovirus,23,0.0011614401858304297,0.11614401858304298
Vohsuavirus,23,0.0011614401858304297,0.11614401858304298
Botoulivirus,23,0.0011614401858304297,0.11614401858304298
Triavirus,23,0.0011614401858304297,0.11614401858304298
Felismacovirus,23,0.0011614401858304297,0.11614401858304298
Korravirus,22,0.001110942786446498,0.1110942786446498
Coltivirus,22,0.001110942786446498,0.1110942786446498
Thogotovirus,22,0.001110942786446498,0.1110942786446498
Hartmanivirus,22,0.001110942786446498,0.1110942786446498
Pegivirus,22,0.001110942786446498,0.1110942786446498
Hihlwovirus,22,0.001110942786446498,0.1110942786446498
Kuravirus,22,0.001110942786446498,0.1110942786446498
Vesiculovirus,22,0.001110942786446498,0.1110942786446498
Torradovirus,22,0.001110942786446498,0.1110942786446498
Qoptorquevirus,22,0.001110942786446498,0.1110942786446498
Alphafusarivirus,22,0.001110942786446498,0.1110942786446498
Tlsvirus,22,0.001110942786446498,0.1110942786446498
Ledantevirus,21,0.0010604453870625664,0.10604453870625664
Septimatrevirus,21,0.0010604453870625664,0.10604453870625664
Bromovirus,21,0.0010604453870625664,0.10604453870625664
Blinduvirus,21,0.0010604453870625664,0.10604453870625664
Phasivirus,21,0.0010604453870625664,0.10604453870625664
Pestivirus,21,0.0010604453870625664,0.10604453870625664
Kobuvirus,20,0.0010099479876786346,0.10099479876786346
Asfivirus,20,0.0010099479876786346,0.10099479876786346
Wizardvirus,20,0.0010099479876786346,0.10099479876786346
Vividuovirus,20,0.0010099479876786346,0.10099479876786346
Hanrivervirus,20,0.0010099479876786346,0.10099479876786346
Tombusvirus,20,0.0010099479876786346,0.10099479876786346
Varicellovirus,20,0.0010099479876786346,0.10099479876786346
Fusagravirus,20,0.0010099479876786346,0.10099479876786346
Schiekvirus,20,0.0010099479876786346,0.10099479876786346
Betanucleorhabdovirus,19,0.0009594505882947028,0.09594505882947028
Vitivirus,19,0.0009594505882947028,0.09594505882947028
Mamastrovirus,19,0.0009594505882947028,0.09594505882947028
Tymovirus,19,0.0009594505882947028,0.09594505882947028
Mobatvirus,19,0.0009594505882947028,0.09594505882947028
Orthobornavirus,19,0.0009594505882947028,0.09594505882947028
Alphanucleorhabdovirus,18,0.0009089531889107711,0.09089531889107712
Alphaplatrhavirus,18,0.0009089531889107711,0.09089531889107712
Lyssavirus,18,0.0009089531889107711,0.09089531889107712
Lohngkovirus,18,0.0009089531889107711,0.09089531889107712
Sugarlandvirus,18,0.0009089531889107711,0.09089531889107712
Vectrevirus,18,0.0009089531889107711,0.09089531889107712
Spinunavirus,18,0.0009089531889107711,0.09089531889107712
Dubowvirus,18,0.0009089531889107711,0.09089531889107712
Hinxtonvirus,18,0.0009089531889107711,0.09089531889107712
Warwickvirus,18,0.0009089531889107711,0.09089531889107712
Parajeilongvirus,18,0.0009089531889107711,0.09089531889107712
Hapavirus,18,0.0009089531889107711,0.09089531889107712
Bixzunavirus,18,0.0009089531889107711,0.09089531889107712
Charlievirus,18,0.0009089531889107711,0.09089531889107712
Mooglevirus,18,0.0009089531889107711,0.09089531889107712
Fernvirus,18,0.0009089531889107711,0.09089531889107712
Gammacytorhabdovirus,18,0.0009089531889107711,0.09089531889107712
Maculvirus,17,0.0008584557895268394,0.08584557895268394
Betacoronavirus,17,0.0008584557895268394,0.08584557895268394
Alpharicinrhavirus,17,0.0008584557895268394,0.08584557895268394
Seadornavirus,17,0.0008584557895268394,0.08584557895268394
Enamovirus,17,0.0008584557895268394,0.08584557895268394
Alphanodavirus,17,0.0008584557895268394,0.08584557895268394
Oxychlovirus,17,0.0008584557895268394,0.08584557895268394
Rosenblumvirus,17,0.0008584557895268394,0.08584557895268394
Chivirus,17,0.0008584557895268394,0.08584557895268394
Teschovirus,17,0.0008584557895268394,0.08584557895268394
Simplexvirus,17,0.0008584557895268394,0.08584557895268394
Zayintorquevirus,17,0.0008584557895268394,0.08584557895268394
Fishburnevirus,16,0.0008079583901429077,0.08079583901429077
Lambovirus,16,0.0008079583901429077,0.08079583901429077
Gemykolovirus,16,0.0008079583901429077,0.08079583901429077
Cilevirus,16,0.0008079583901429077,0.08079583901429077
Sadwavirus,16,0.0008079583901429077,0.08079583901429077
Yangvirus,16,0.0008079583901429077,0.08079583901429077
Insevirus,16,0.0008079583901429077,0.08079583901429077
Reptarenavirus,16,0.0008079583901429077,0.08079583901429077
Penicillimonavirus,16,0.0008079583901429077,0.08079583901429077
Backyardiganvirus,16,0.0008079583901429077,0.08079583901429077
Iflavirus,16,0.0008079583901429077,0.08079583901429077
Pradovirus,16,0.0008079583901429077,0.08079583901429077
Pacuvirus,15,0.0007574609907589759,0.07574609907589759
Aphthovirus,15,0.0007574609907589759,0.07574609907589759
Hysdruvirus,15,0.0007574609907589759,0.07574609907589759
Deltapapillomavirus,15,0.0007574609907589759,0.07574609907589759
Wibpevirus,15,0.0007574609907589759,0.07574609907589759
Andhaxevirus,15,0.0007574609907589759,0.07574609907589759
Ephemerovirus,15,0.0007574609907589759,0.07574609907589759
Etatorquevirus,15,0.0007574609907589759,0.07574609907589759
Chahsmivirus,15,0.0007574609907589759,0.07574609907589759
Gammatorquevirus,15,0.0007574609907589759,0.07574609907589759
Goukovirus,15,0.0007574609907589759,0.07574609907589759
Lohwivirus,15,0.0007574609907589759,0.07574609907589759
Pomovirus,15,0.0007574609907589759,0.07574609907589759
Sunrhavirus,15,0.0007574609907589759,0.07574609907589759
Aquabirnavirus,15,0.0007574609907589759,0.07574609907589759
Mosigvirus,15,0.0007574609907589759,0.07574609907589759
Yuhrihovirus,15,0.0007574609907589759,0.07574609907589759
Simiispumavirus,15,0.0007574609907589759,0.07574609907589759
Closterovirus,15,0.0007574609907589759,0.07574609907589759
Coguvirus,14,0.0007069635913750442,0.07069635913750442
Biseptimavirus,14,0.0007069635913750442,0.07069635913750442
Rubodvirus,14,0.0007069635913750442,0.07069635913750442
Orthodiscovirus,14,0.0007069635913750442,0.07069635913750442
Clecrusatellite,14,0.0007069635913750442,0.07069635913750442
Furovirus,14,0.0007069635913750442,0.07069635913750442
Betascleroulivirus,14,0.0007069635913750442,0.07069635913750442
Shanivirus,14,0.0007069635913750442,0.07069635913750442
Gamaleyavirus,14,0.0007069635913750442,0.07069635913750442
Bymovirus,14,0.0007069635913750442,0.07069635913750442
Likavirus,14,0.0007069635913750442,0.07069635913750442
Gyrovirus,14,0.0007069635913750442,0.07069635913750442
Pecentumvirus,14,0.0007069635913750442,0.07069635913750442
Efquatrovirus,14,0.0007069635913750442,0.07069635913750442
Metaavulavirus,14,0.0007069635913750442,0.07069635913750442
Medawarvirus,14,0.0007069635913750442,0.07069635913750442
Gulmivirus,14,0.0007069635913750442,0.07069635913750442
Hepatovirus,14,0.0007069635913750442,0.07069635913750442
Carltongylesvirus,14,0.0007069635913750442,0.07069635913750442
Luteovirus,14,0.0007069635913750442,0.07069635913750442
Allexivirus,14,0.0007069635913750442,0.07069635913750442
Polymycovirus,14,0.0007069635913750442,0.07069635913750442
Kochikohdavirus,14,0.0007069635913750442,0.07069635913750442
Benedictvirus,14,0.0007069635913750442,0.07069635913750442
Chipapillomavirus,13,0.0006564661919911124,0.06564661919911124
Avoomyvirus,13,0.0006564661919911124,0.06564661919911124
Fletchervirus,13,0.0006564661919911124,0.06564661919911124
Kecuhnavirus,13,0.0006564661919911124,0.06564661919911124
Gemykrogvirus,13,0.0006564661919911124,0.06564661919911124
Gansuvirus,13,0.0006564661919911124,0.06564661919911124
Spicivirus,13,0.0006564661919911124,0.06564661919911124
Rhadinovirus,13,0.0006564661919911124,0.06564661919911124
Turbidovirus,13,0.0006564661919911124,0.06564661919911124
Gordonvirus,13,0.0006564661919911124,0.06564661919911124
Wahrwivirus,13,0.0006564661919911124,0.06564661919911124
Caulimovirus,13,0.0006564661919911124,0.06564661919911124
Ampelovirus,13,0.0006564661919911124,0.06564661919911124
Copernicusvirus,13,0.0006564661919911124,0.06564661919911124
Phapecoctavirus,13,0.0006564661919911124,0.06564661919911124
Whispovirus,13,0.0006564661919911124,0.06564661919911124
Inovirus,13,0.0006564661919911124,0.06564661919911124
Kungsnevirus,13,0.0006564661919911124,0.06564661919911124
Unirnavirus,13,0.0006564661919911124,0.06564661919911124
Lidtloavirus,13,0.0006564661919911124,0.06564661919911124
Quihndovirus,13,0.0006564661919911124,0.06564661919911124
Quaranjavirus,13,0.0006564661919911124,0.06564661919911124
Traversvirus,13,0.0006564661919911124,0.06564661919911124
Betaplatrhavirus,12,0.0006059687926071808,0.06059687926071808
Alphahypovirus,12,0.0006059687926071808,0.06059687926071808
Dhakavirus,12,0.0006059687926071808,0.06059687926071808
Paclarkvirus,12,0.0006059687926071808,0.06059687926071808
Orthopoxvirus,12,0.0006059687926071808,0.06059687926071808
Botybirnavirus,12,0.0006059687926071808,0.06059687926071808
Siadenovirus,12,0.0006059687926071808,0.06059687926071808
Nymphadoravirus,12,0.0006059687926071808,0.06059687926071808
Gemyduguivirus,12,0.0006059687926071808,0.06059687926071808
Anulavirus,12,0.0006059687926071808,0.06059687926071808
Ghunavirus,12,0.0006059687926071808,0.06059687926071808
Shilevirus,12,0.0006059687926071808,0.06059687926071808
Coopervirus,12,0.0006059687926071808,0.06059687926071808
Macluravirus,12,0.0006059687926071808,0.06059687926071808
Dichorhavirus,12,0.0006059687926071808,0.06059687926071808
Thalassavirus,12,0.0006059687926071808,0.06059687926071808
Longovirus,12,0.0006059687926071808,0.06059687926071808
Cucumovirus,12,0.0006059687926071808,0.06059687926071808
Divipalmivirus,12,0.0006059687926071808,0.06059687926071808
Kagunavirus,12,0.0006059687926071808,0.06059687926071808
Alkesdovirus,12,0.0006059687926071808,0.06059687926071808
Alexandravirus,12,0.0006059687926071808,0.06059687926071808
Xipapillomavirus,12,0.0006059687926071808,0.06059687926071808
Wbetavirus,12,0.0006059687926071808,0.06059687926071808
Amdoparvovirus,12,0.0006059687926071808,0.06059687926071808
Phimunavirus,12,0.0006059687926071808,0.06059687926071808
Mudcatvirus,12,0.0006059687926071808,0.06059687926071808
Blunervirus,12,0.0006059687926071808,0.06059687926071808
Sopolycivirus,12,0.0006059687926071808,0.06059687926071808
Foveavirus,12,0.0006059687926071808,0.06059687926071808
Nicoomyvirus,12,0.0006059687926071808,0.06059687926071808
Betafusarivirus,11,0.000555471393223249,0.0555471393223249
Alphamesonivirus,11,0.000555471393223249,0.0555471393223249
Luthavirus,11,0.000555471393223249,0.0555471393223249
Cytomegalovirus,11,0.000555471393223249,0.0555471393223249
Lughthovirus,11,0.000555471393223249,0.0555471393223249
Lobdovirus,11,0.000555471393223249,0.0555471393223249
Marafivirus,11,0.000555471393223249,0.0555471393223249
Cauhldivirus,11,0.000555471393223249,0.0555471393223249
Mivirus,11,0.000555471393223249,0.0555471393223249
Parahenipavirus,11,0.000555471393223249,0.0555471393223249
Megrivirus,11,0.000555471393223249,0.0555471393223249
Pararubulavirus,11,0.000555471393223249,0.0555471393223249
Curtovirus,11,0.000555471393223249,0.0555471393223249
Andromedavirus,11,0.000555471393223249,0.0555471393223249
Otagovirus,11,0.000555471393223249,0.0555471393223249
Orthoavulavirus,11,0.000555471393223249,0.0555471393223249
Rogunavirus,11,0.000555471393223249,0.0555471393223249
Norovirus,11,0.000555471393223249,0.0555471393223249
Laulavirus,11,0.000555471393223249,0.0555471393223249
Ollusvirus,11,0.000555471393223249,0.0555471393223249
Aveparvovirus,11,0.000555471393223249,0.0555471393223249
Samistivirus,11,0.000555471393223249,0.0555471393223249
Vansinderenvirus,11,0.000555471393223249,0.0555471393223249
Lambdapapillomavirus,10,0.0005049739938393173,0.05049739938393173
Gammaretrovirus,10,0.0005049739938393173,0.05049739938393173
Camvirus,10,0.0005049739938393173,0.05049739938393173
Garnievirus,10,0.0005049739938393173,0.05049739938393173
Umbravirus,10,0.0005049739938393173,0.05049739938393173
Montyvirus,10,0.0005049739938393173,0.05049739938393173
Pohlevirus,10,0.0005049739938393173,0.05049739938393173
Betahypovirus,10,0.0005049739938393173,0.05049739938393173
Lentivirus,10,0.0005049739938393173,0.05049739938393173
Paslahepevirus,10,0.0005049739938393173,0.05049739938393173
Moriyavirus,10,0.0005049739938393173,0.05049739938393173
Endehruvirus,10,0.0005049739938393173,0.05049739938393173
Trotivirus,10,0.0005049739938393173,0.05049739938393173
Morbillivirus,10,0.0005049739938393173,0.05049739938393173
Bexdevirus,10,0.0005049739938393173,0.05049739938393173
Wifcevirus,10,0.0005049739938393173,0.05049739938393173
Claudivirus,10,0.0005049739938393173,0.05049739938393173
Gladiatorvirus,10,0.0005049739938393173,0.05049739938393173
Gammapartitivirus,10,0.0005049739938393173,0.05049739938393173
Copiparvovirus,10,0.0005049739938393173,0.05049739938393173
Gammapolyomavirus,10,0.0005049739938393173,0.05049739938393173
Avihepadnavirus,10,0.0005049739938393173,0.05049739938393173
Ohlsrhavirus,10,0.0005049739938393173,0.05049739938393173
Alphatrevirus,10,0.0005049739938393173,0.05049739938393173
Peeveelvirus,10,0.0005049739938393173,0.05049739938393173
Phytoreovirus,10,0.0005049739938393173,0.05049739938393173
Pirifovirus,10,0.0005049739938393173,0.05049739938393173
Wohtovirus,10,0.0005049739938393173,0.05049739938393173
Beenievirus,10,0.0005049739938393173,0.05049739938393173
Betabotoulivirus,10,0.0005049739938393173,0.05049739938393173
Trichovirus,10,0.0005049739938393173,0.05049739938393173
Bruncluvirus,9,0.00045447659445538557,0.04544765944553856
Botrytimonavirus,9,0.00045447659445538557,0.04544765944553856
Artivirus,9,0.00045447659445538557,0.04544765944553856
Velarivirus,9,0.00045447659445538557,0.04544765944553856
Attisvirus,9,0.00045447659445538557,0.04544765944553856
Rosavirus,9,0.00045447659445538557,0.04544765944553856
Sicinivirus,9,0.00045447659445538557,0.04544765944553856
Fagihyuvirus,9,0.00045447659445538557,0.04544765944553856
Respirovirus,9,0.00045447659445538557,0.04544765944553856
Versovirus,9,0.00045447659445538557,0.04544765944553856
Triamitovirus,9,0.00045447659445538557,0.04544765944553856
Peropuvirus,9,0.00045447659445538557,0.04544765944553856
Phaeovirus,9,0.00045447659445538557,0.04544765944553856
Higrevirus,9,0.00045447659445538557,0.04544765944553856
Herbevirus,9,0.00045447659445538557,0.04544765944553856
Antennavirus,9,0.00045447659445538557,0.04544765944553856
Mycoreovirus,9,0.00045447659445538557,0.04544765944553856
Orthorubulavirus,9,0.00045447659445538557,0.04544765944553856
Paopuvirus,9,0.00045447659445538557,0.04544765944553856
Tupavirus,9,0.00045447659445538557,0.04544765944553856
Pahspavirus,9,0.00045447659445538557,0.04544765944553856
Wahlkovirus,9,0.00045447659445538557,0.04544765944553856
Cheravirus,9,0.00045447659445538557,0.04544765944553856
Cornellvirus,9,0.00045447659445538557,0.04544765944553856
Megalocytivirus,9,0.00045447659445538557,0.04544765944553856
Amalgavirus,9,0.00045447659445538557,0.04544765944553856
Bonnellvirus,9,0.00045447659445538557,0.04544765944553856
Lymphocryptovirus,9,0.00045447659445538557,0.04544765944553856
Litunavirus,9,0.00045447659445538557,0.04544765944553856
Tibrovirus,9,0.00045447659445538557,0.04544765944553856
Betapleolipovirus,9,0.00045447659445538557,0.04544765944553856
Quhwahvirus,9,0.00045447659445538557,0.04544765944553856
Alphagymnorhavirus,9,0.00045447659445538557,0.04544765944553856
Loptevirus,9,0.00045447659445538557,0.04544765944553856
Ipomovirus,9,0.00045447659445538557,0.04544765944553856
Pseudotevenvirus,9,0.00045447659445538557,0.04544765944553856
Thetatorquevirus,9,0.00045447659445538557,0.04544765944553856
Kostyavirus,9,0.00045447659445538557,0.04544765944553856
Kratiovirus,9,0.00045447659445538557,0.04544765944553856
Kroosvirus,8,0.00040397919507145384,0.040397919507145386
Ahphunavirus,8,0.00040397919507145384,0.040397919507145386
Yingvirus,8,0.00040397919507145384,0.040397919507145386
Buchavirus,8,0.00040397919507145384,0.040397919507145386
Sripuvirus,8,0.00040397919507145384,0.040397919507145386
Adrianbuildvirus,8,0.00040397919507145384,0.040397919507145386
Rabovirus,8,0.00040397919507145384,0.040397919507145386
Thottimvirus,8,0.00040397919507145384,0.040397919507145386
Tetraparvovirus,8,0.00040397919507145384,0.040397919507145386
Upsilontorquevirus,8,0.00040397919507145384,0.040397919507145386
Orthocurvulavirus,8,0.00040397919507145384,0.040397919507145386
Pegunavirus,8,0.00040397919507145384,0.040397919507145386
Pelarspovirus,8,0.00040397919507145384,0.040397919507145386
Tulanevirus,8,0.00040397919507145384,0.040397919507145386
Epsilonhypovirus,8,0.00040397919507145384,0.040397919507145386
Obolenskvirus,8,0.00040397919507145384,0.040397919507145386
Benyvirus,8,0.00040397919507145384,0.040397919507145386
Trirhavirus,8,0.00040397919507145384,0.040397919507145386
Veracruzvirus,8,0.00040397919507145384,0.040397919507145386
Acamarivirus,8,0.00040397919507145384,0.040397919507145386
Honmavirus,8,0.00040397919507145384,0.040397919507145386
Macavirus,8,0.00040397919507145384,0.040397919507145386
Lowsuvirus,8,0.00040397919507145384,0.040397919507145386
Hunnivirus,8,0.00040397919507145384,0.040397919507145386
Ignaciovirus,8,0.00040397919507145384,0.040397919507145386
Megabirnavirus,8,0.00040397919507145384,0.040397919507145386
Capillovirus,8,0.00040397919507145384,0.040397919507145386
Lincruvirus,8,0.00040397919507145384,0.040397919507145386
Lebotivirus,8,0.00040397919507145384,0.040397919507145386
Alphacarmovirus,8,0.00040397919507145384,0.040397919507145386
Lazarusvirus,8,0.00040397919507145384,0.040397919507145386
Almendravirus,8,0.00040397919507145384,0.040397919507145386
Jakapalmivirus,8,0.00040397919507145384,0.040397919507145386
Lyejrivirus,8,0.00040397919507145384,0.040397919507145386
Alphahymrhavirus,8,0.00040397919507145384,0.040397919507145386
Bocivirus,8,0.00040397919507145384,0.040397919507145386
Taipeivirus,8,0.00040397919507145384,0.040397919507145386
Mobuvirus,8,0.00040397919507145384,0.040397919507145386
Molucevirus,8,0.00040397919507145384,0.040397919507145386
Taupapillomavirus,8,0.00040397919507145384,0.040397919507145386
Gosmusatellite,8,0.00040397919507145384,0.040397919507145386
Cahtebovirus,8,0.00040397919507145384,0.040397919507145386
Mersevirus,8,0.00040397919507145384,0.040397919507145386
Gemygorvirus,8,0.00040397919507145384,0.040397919507145386
Betaentomopoxvirus,7,0.0003534817956875221,0.03534817956875221
Berhavirus,7,0.0003534817956875221,0.03534817956875221
Coventryvirus,7,0.0003534817956875221,0.03534817956875221
Protoambidensovirus,7,0.0003534817956875221,0.03534817956875221
Protobacilladnavirus,7,0.0003534817956875221,0.03534817956875221
Betaendornavirus,7,0.0003534817956875221,0.03534817956875221
Keghovirus,7,0.0003534817956875221,0.03534817956875221
Fibrovirus,7,0.0003534817956875221,0.03534817956875221
Firehammervirus,7,0.0003534817956875221,0.03534817956875221
Clavevirus,7,0.0003534817956875221,0.03534817956875221
Upsilonpapillomavirus,7,0.0003534817956875221,0.03534817956875221
Orthopicobirnavirus,7,0.0003534817956875221,0.03534817956875221
Avipoxvirus,7,0.0003534817956875221,0.03534817956875221
Audreyjarvisvirus,7,0.0003534817956875221,0.03534817956875221
Faithunavirus,7,0.0003534817956875221,0.03534817956875221
Erythroparvovirus,7,0.0003534817956875221,0.03534817956875221
Torentivirus,7,0.0003534817956875221,0.03534817956875221
Phobpsivirus,7,0.0003534817956875221,0.03534817956875221
Drosmacovirus,7,0.0003534817956875221,0.03534817956875221
Piorkowskivirus,7,0.0003534817956875221,0.03534817956875221
Pihngevirus,7,0.0003534817956875221,0.03534817956875221
Pipapillomavirus,7,0.0003534817956875221,0.03534817956875221
Percavirus,7,0.0003534817956875221,0.03534817956875221
Bequatrovirus,7,0.0003534817956875221,0.03534817956875221
Deltacoronavirus,7,0.0003534817956875221,0.03534817956875221
Ponsvirus,7,0.0003534817956875221,0.03534817956875221
Pitorquevirus,7,0.0003534817956875221,0.03534817956875221
Deltapolyomavirus,7,0.0003534817956875221,0.03534817956875221
Torontovirus,7,0.0003534817956875221,0.03534817956875221
Bruynoghevirus,7,0.0003534817956875221,0.03534817956875221
Kenoshavirus,7,0.0003534817956875221,0.03534817956875221
Soymovirus,7,0.0003534817956875221,0.03534817956875221
